        Time                X1                X2                DX        Collision
   10.000000   -4.06455063e-03   -1.05070343e-02    3.74103561e-05                 3 [ -6.48789038e-162.05933636e-030.00000000e+00 ]                 51
   20.000000   -3.78316584e-03   -1.60045890e-02    1.01957916e-04                 3 [ 7.86264272e-16-3.43821842e-030.00000000e+00 ]                 51
   30.000000   -3.94295768e-03   -1.43321625e-02    1.90538036e-04                 3 [ -1.08877071e-15-1.76579188e-030.00000000e+00 ]                 51
   40.000000   -3.96811399e-03   -1.11827365e-02    3.60296706e-04                 3 [ -3.22609485e-161.38363415e-030.00000000e+00 ]                 51
   50.000000   -4.10947030e-03   -1.06526992e-02    6.46938195e-04                 3 [ -1.65598448e-161.91367145e-030.00000000e+00 ]                 51
   60.000000   -4.07675899e-03   -1.18467667e-02    1.03785638e-03                 3 [ -8.04632212e-167.19603868e-040.00000000e+00 ]                 51
   70.000000   -4.06449827e-03   -1.19400377e-02    1.47507378e-03                 3 [ -1.79556718e-166.26332918e-040.00000000e+00 ]                 51
   80.000000   -4.14307470e-03   -1.24126110e-02    1.98904467e-03                 3 [ -2.20372800e-161.53759581e-040.00000000e+00 ]                 51
   90.000000   -4.21178170e-03   -1.22826584e-02    2.57150336e-03                 3 [ 6.78228214e-172.83712259e-040.00000000e+00 ]                 51
  100.000000   -4.14938307e-03   -1.23613179e-02    3.21813726e-03                 3 [ 8.54766543e-162.05052713e-040.00000000e+00 ]                 51
  110.000000   -4.19280852e-03   -1.20270872e-02    3.92909844e-03                 3 [ -2.34645199e-175.39283384e-040.00000000e+00 ]                 51
  120.000000   -4.27189370e-03   -1.19345680e-02    4.73107757e-03                 3 [ -2.42734470e-166.31802602e-040.00000000e+00 ]                 51
  130.000000   -4.24248652e-03   -1.20718865e-02    5.62329364e-03                 3 [ 8.01056652e-164.94484074e-040.00000000e+00 ]                 51
  140.000000   -4.25377328e-03   -1.18762734e-02    6.60127780e-03                 3 [ 5.81985750e-166.90097250e-040.00000000e+00 ]                 51
  150.000000   -4.30348610e-03   -1.20854010e-02    7.67923487e-03                 3 [ -1.73714546e-164.80969618e-040.00000000e+00 ]                 51
  160.000000   -4.33630114e-03   -1.20231959e-02    8.83782792e-03                 3 [ 8.89191365e-165.43174676e-040.00000000e+00 ]                 51
  170.000000   -4.30039258e-03   -1.20963362e-02    1.00803152e-02                 3 [ 6.42775055e-164.70034393e-040.00000000e+00 ]                 51
  180.000000   -4.33474611e-03   -1.20971880e-02    1.13981937e-02                 3 [ 4.04097383e-174.69182621e-040.00000000e+00 ]                 51
  190.000000   -4.38338977e-03   -1.20649805e-02    1.27918206e-02                 3 [ -7.66239107e-175.01390091e-040.00000000e+00 ]                 51
  200.000000   -4.38397582e-03   -1.20525534e-02    1.42647115e-02                 3 [ -1.10500329e-155.13817237e-040.00000000e+00 ]                 51
  210.000000   -4.35518080e-03   -1.19533952e-02    1.58221790e-02                 3 [ 6.44240766e-166.12975402e-040.00000000e+00 ]                 51
  220.000000   -4.42707654e-03   -1.19681554e-02    1.74757513e-02                 3 [ -3.65391322e-165.98215174e-040.00000000e+00 ]                 51
  230.000000   -4.42784651e-03   -1.19332996e-02    1.92256781e-02                 3 [ 2.60730479e-166.33071041e-040.00000000e+00 ]                 51
  240.000000   -4.42013357e-03   -1.19343619e-02    2.10761634e-02                 3 [ 6.38076960e-166.32008714e-040.00000000e+00 ]                 51
  250.000000   -4.44302918e-03   -1.19590038e-02    2.30263879e-02                 3 [ -3.07931284e-166.07366859e-040.00000000e+00 ]                 51
  260.000000   -4.43790740e-03   -1.19598835e-02    2.50737144e-02                 3 [ -1.04893277e-156.06487112e-040.00000000e+00 ]                 51
  270.000000   -4.53936620e-03   -1.19603691e-02    2.72179212e-02                 3 [ -5.74285779e-166.06001536e-040.00000000e+00 ]                 51
  280.000000   -4.44654679e-03   -1.19580415e-02    2.94577303e-02                 3 [ -4.20391749e-166.08329074e-040.00000000e+00 ]                 51
  290.000000   -4.51497385e-03   -1.19106837e-02    3.17966567e-02                 3 [ 6.43953450e-166.55686902e-040.00000000e+00 ]                 51
  300.000000   -4.54119976e-03   -1.19362125e-02    3.42386805e-02                 3 [ 8.44914869e-166.30158103e-040.00000000e+00 ]                 51
  310.000000   -4.55939741e-03   -1.18737342e-02    3.67832613e-02                 3 [ -7.13109795e-166.92636430e-040.00000000e+00 ]                 41
  320.000000   -4.55009615e-03   -1.19134796e-02    3.94361627e-02                 3 [ 1.06195783e-156.52891003e-040.00000000e+00 ]                 41
  330.000000   -4.64116977e-03   -1.19062131e-02    4.21970165e-02                 3 [ 2.01341581e-166.60157486e-040.00000000e+00 ]                 41
  340.000000   -4.54738474e-03   -1.18990613e-02    4.50681528e-02                 3 [ -4.65160771e-166.67309265e-040.00000000e+00 ]                 41
  350.000000   -4.57235544e-03   -1.18833409e-02    4.80474083e-02                 3 [ 1.74176675e-166.83029734e-040.00000000e+00 ]                 41
  360.000000   -4.57977090e-03   -1.19135845e-02    5.11338335e-02                 3 [ -7.83041618e-166.52786097e-040.00000000e+00 ]                 41
  370.000000   -4.64270444e-03   -1.19952086e-02    5.43204688e-02                 3 [ 9.65419349e-165.71161979e-040.00000000e+00 ]                 41
  380.000000   -4.62663988e-03   -1.19739848e-02    5.76005711e-02                 3 [ 1.80845536e-165.92385778e-040.00000000e+00 ]                 41
  390.000000   -4.60968062e-03   -1.19755738e-02    6.09760959e-02                 3 [ -7.14920617e-165.90796814e-040.00000000e+00 ]                 41
  400.000000   -4.64300106e-03   -1.17982032e-02    6.44526862e-02                 3 [ -1.48767258e-167.68167444e-040.00000000e+00 ]                 41
  410.000000   -4.65093166e-03   -1.17297701e-02    6.80513062e-02                 3 [ 8.24386059e-168.36600468e-040.00000000e+00 ]                 41
  420.000000   -4.66552099e-03   -1.16365780e-02    7.17845586e-02                 3 [ 6.03453218e-169.29792619e-040.00000000e+00 ]                 41
  430.000000   -4.61110422e-03   -1.16928661e-02    7.56631525e-02                 3 [ 1.47323820e-158.73504535e-040.00000000e+00 ]                 41
  440.000000   -4.71087077e-03   -1.17853869e-02    7.96775090e-02                 3 [ 1.15202395e-157.80983676e-040.00000000e+00 ]                 41
  450.000000   -4.69445196e-03   -1.18465126e-02    8.38159924e-02                 3 [ 1.74111652e-167.19858045e-040.00000000e+00 ]                 41
  460.000000   -4.69169868e-03   -1.18930751e-02    8.80694449e-02                 3 [ 3.37592922e-166.73295523e-040.00000000e+00 ]                 41
  470.000000   -4.67589171e-03   -1.17967090e-02    9.24345331e-02                 3 [ 3.82751266e-167.69661622e-040.00000000e+00 ]                 41
  480.000000   -4.72279279e-03   -1.17595749e-02    9.69221980e-02                 3 [ -9.34628357e-168.06795741e-040.00000000e+00 ]                 41
  490.000000   -4.73225242e-03   -1.17213006e-02    1.01538805e-01                 3 [ -1.38341354e-158.45070008e-040.00000000e+00 ]                 41
  500.000000   -4.71641932e-03   -1.16690323e-02    1.06290392e-01                 3 [ -4.10284787e-168.97338279e-040.00000000e+00 ]                 41
  510.000000   -4.73733242e-03   -1.16958637e-02    1.11183727e-01                 3 [ 2.11714351e-158.70506879e-040.00000000e+00 ]                 41
